Index	H0	error_plus	error_minus	year	Dataset	Reference
479	95.0	36.0	-36.0	1972.72	NV	vandenBergh 1972, A\&A 20, 469. Novae
480	60.0	15.0	-15.0	1974.71	2	Kirshner, R \& Kwan, J. 1974, ApJ 193, 27. EPM on N1068 and M101
481	55.0	9.0	-9.0	1974.912	OS	Sandage \& Tammann, 1974c, ApJ 194, 223  III. M101 Group
482	57.0	6.0	-6.0	1974.957	OS	Sandage \& Tammann, 1974d, ApJ 194, 559   IV. Luminosity Classes
483	57.0	3.0	-3.0	1975.169	OS	Sandage \& Tammann, 1975a, ApJ 196, 313    V. Nearby Gals
484	59.0	4.0	-4.0	1975.291	OS	Sandage \& Tammann, 1975b, ApJ 197, 265   VI. Remote ScI's
485	95.0	15.0	-12.0	1975.5	AV	vandenBergh, 1975, in Galaxies and the Universe (Vol IX) (Chicago: Chicago) p509
486	55.0	5.0	-5.0	1975.52	AS	Sandage, 1975, in Galaxies and the Universe (Vol IX) (Chicago: Chicago) p761.
487	41.0	3.0	-3.0	1976.67	O	Teerikorpi, P. 1976, A\&A 50, 455.  Sc's
488	76.0	8.0	-8.0	1976.708	O	Bottinelli \& Gougenheim 1976, A\&Ap 51, 275
489	50.0	4.0	-4.0	1976.875	BS	Sandage \& Tammann, 1976, ApJ 210, 7     VII. BTF
490	80.0	8.0	-8.0	1977.175	B	Tully \& Fisher 1977, A\&A 54, 661
491	54.0	58.0	-28.0	1977.25	O	Noonan, T. 1977, A\&A 55, 285. spiral rotation curves
492	49.0	2.0	-2.0	1977.624	OS	Visvanathan and Sandage 1977, ApJ 216, 214
493	49.0	9.0	-9.0	1977.42	S	Branch, D. 1977, MNRAS 179, 401
494	52.0	2.0	-2.0	1977.5	AS	Tammann 1977, CNRS Coll. 263, 43
495	83.0	19.0	-19.0	1977.52	B	Heidmann 1977, CNRS Coll. 263, 487
496	76.0	8.0	-8.0	1977.54	B	Bottinelli \& Gouguenheim 1977, CNRS Coll. 263, 481
497	90.0	10.0	-10.0	1977.56	AV	deVaucouleurs, G., Peters \& Corwin 1977, CNRS Coll. 263, 150
498	110.0	10.0	-10.0	1977.875	O	Lynden-Bell, D. 1977, Nature 270, 396 QSO jets
499	51.0	2.0	-2.0	1979.128	O	Visvanathan, N. 1979, ApJ 228, 81
500	58.0	17.0	-5.0	1979.207	OK	Kennicutt, R. 1979a, ApJ 228, 696  (HII Regions, Isophotal diameters)
501	60.0	15.0	-10.0	1979.209	OK	Kennicutt, R. 1979b, ApJ 228, 704  (HII regions)
502	56.0	15.0	-15.0	1979.24	S	Branch, D. 1979, MNRAS 186, 609.
503	61.0	4.0	-4.0	1979.253	HK	Aaronson, Mould \& Huchra 1979, ApJ 229, 1  IRTF Virgo+Uma
504	59.0	8.0	-8.0	1979.42	O	Visvanathan, N. \& Griersmith, D. 1979, ApJ 230, 1. Virgo and luminosity classes
505	80.0	11.0	-11.0	1979.67	G	Hanes, D 1979, MNRAS 188, 901
506	100.0	10.0	-10.0	1979.739	AV	deVaucouleurs,1979 in Problems of the Cosmos (Rome Symposium)
507	100.0	10.0	-10.0	1979.79	AV	deVaucouleurs \& Bollinger 1979a, ApJ 233, 433
508	75.0	15.0	-15.0	1980.125	O	Stenning \& Hartwick, 1980, AJ 85, 101  (Sb Luminosity classes)
509	65.0	4.0	-4.0	1980.419	HK	Mould, Aaronson \& Huchra 1980, ApJ 238, 458  (Virgo IRTF)
510	95.0	4.0	-4.0	1980.503	HK	Aaronson \etal 1980, ApJ 239, 12   Clusters
511	50.0	8.0	-8.0	1980.75	AS	Tammann, G., Sandage, A. \& Yahil, A. 1980, in {\it Physical Cosmology}, 1979Les HouchesSummerSchool
512	55.0	6.0	-6.0	1981.503	OK	Kennicutt, 1981, ApJ 247, 9 (HII Regions and Virgo)
513	50.0	7.0	-7.0	1982.0	AS	"Sandage, A. \& Tammann,G. 1982, in {\it Astrophysical Cosmology}, Br\""uck, Coyne \&Longairm eds,Pontifical Academy of Sciences \#48, p23."
514	95.0	10.0	-10.0	1982.731	AV	deVaucouleurs 1982, Nature 299, 303
515	63.0	10.0	-10.0	1982.458	HK	Tully, Mould \& Aaronson 1982, ApJ 257, 527 (Color Mag to Virgo)
516	50.0	7.0	-7.0	1982.374	AS	Sandage \& Tammann, 1982, ApJ 256, 339     VIII. Global Value
517	71.0	2.0	-2.0	1982.5	R	Visvanathan, N. 1982, Proc.ASA 4, 419. VR+I TF
518	100.0	10.0	-10.0	1983.05	AV	deVaucouleurs 1983, MNRAS 202, 367
519	82.0	10.0	-10.0	1983.083	HK	Aaronson \& Mould 1983, ApJ 265, 1 (groups)
520	93.0	10.0	-10.0	1983.169	O	Buta, R. \& deVaucouleurs 1983, ApJ 266, 1. Inner Rings
521	74.0	11.0	-11.0	1983.957	R	Visvanathan 1983, ApJ ,275, 430. ITF
522	55.0	9.0	-9.0	1984.07	H	Sandage \& Tammann 1984, Nature 307, 326. IRTF
523	91.0	3.0	-3.0	1984.207	HK	Bothun, G. \etal 1984, ApJ 278, 475 (ScI's)
524	85.0	5.0	-5.0	1984.54	O	Paturel, G. 1984, ApJ 282, 382. Sosies Long
525	102.0	8.0	-8.0	1984.56	O	Paturel, G. 1984, ApJ 282, 382. Sosies Short
526	101.0	10.0	-10.0	1984.919	A	deVaucouleurs \& Peters, 1984, ApJ 287, 1
527	97.0	20.0	-20.0	1985.086	S	deVaucouleurs, G. 1985, ApJ 289, 5. Tycho's SN
528	99.0	7.0	-7.0	1985.75	SV	deVaucouleurs, G. \& Corwin, H. 1985, ApJ 297, 23
529	50.0	7.0	-7.0	1985.5	AS	Sandage \& Tammann 1985, in SN as Distance Indicators, Bartel, ed (Berlin: Springer) p1.
530	70.0	30.0	-30.0	1985.52	S	Bartel, N. 1985, in SN as Distance Indicators, Bartel, ed (Berlin: Springer)p107.
531	55.0	15.0	-15.0	1985.54	S	Branch, D. 1985, in SN as Distance Indicators, Bartel, ed (Berlin: Springer)p138.
532	43.0	10.0	-10.0	1985.56	SS	Cadonau, S \& T 1985,  in SN as Distance Indicators, Bartel, ed (Berlin: Springer)p151.
533	120.0	20.0	-20.0	1985.5	O	Giraud, E. 1885, A\&A 153, 125
534	52.0	2.0	-2.0	1985.54	AS	Tammann, G. \& Sandage, A. 1985, ApJ 294, 81. Virgo
535	60.0	10.0	-10.0	1985.58	S	Kirshner, R. 1985, in SN as Distance Indicators, Bartel, ed (Berlin: Springer) p171.
536	55.0	15.0	-15.0	1985.6	S	Wheeler, J. C. 1985, in SN as Distance Indicators, Bartel, ed (Berlin: Springer) p20
537	67.0	4.0	-4.0	1985.64	H	Visvanathan, N. 1985, PASAu 6, 140. Virgo
538	50.0	7.0	-7.0	1986.0	AS	Sandage \& Tammann 1986, in Innerspace/Outerspace,  Kolb \etal eds, (Chicago:Chicago) p41
539	85.0	25.0	-20.0	1986.02	HK	Huchra, J. 1986, in Innerspace/Outerspace, Kolb \etal eds., (Chicago: Chicago) p65.
540	92.0	1.0	-1.0	1986.207	HK	Aaronson \etal 1986, ApJ 302, 536
541	90.0	20.0	-20.0	1986.253	AK	Aaronson \& Mould 1986, ApJ 303, 1
542	109.0	4.0	-4.0	1986.355	O	deVaucouleurs, G. and Peters, W. 1986, ApJ 303, 19. Sosies
543	43.0	10.0	-10.0	1986.5	AS	Sandage, 1986, in Luminous Stars ... p 40.
544	50.0	7.0	-7.0	1985.502	O	Tammann, G. \& Sandage, A. 1985, ApJ 294, 81. Infall, CMB and H
545	99.0	10.0	-10.0	1986.6	AV	deVaucouleurs 1986, in Galaxy Distances and Deviations, Madore and Tully eds(Dordrecht:Reidel) p1
546	60.0	10.0	-10.0	1986.62	S	Wheeler \& Harkness 1986, in Galaxy Distances and Deviations, Madore and Tully eds(Dordrecht:Reidel) p45.
547	85.0	15.0	-15.0	1986.64	HK	Aaronson 1986, in Galaxy Distances and Deviations, Madore and Tully eds (Dordrecht:Reidel)p55
548	55.0	5.0	-5.0	1986.66	B	Huchtmeier 1986, in Galaxy Distances and Deviations, Madore and Tully eds (Dordrecht: Reidel)p63.
549	60.0	6.0	-6.0	1986.68	BS	Kraan-Korteweg \etal 1986, in Galaxy Distances and Deviations, Madore and Tully eds(Dordrecht: Reidel) p65.
550	72.0	3.0	-3.0	1986.7	B	Bottinelli \etal 1986, in Galaxy Distances and Deviations, Madore and Tully eds (Dordrecht:Reidel) p73.
551	70.0	5.0	-5.0	1986.72	A	Visvanathan 1986, in Galaxy Distances and Deviations, Madore and Tully eds (Dordrecht: Reidel)p99.
552	105.0	11.0	-11.0	1986.79	A	Buta, R. \& Corwin, H. 1986, ApJS 62, 283.  Hercules distance
553	55.0	7.0	-7.0	1987.2	AS	Tammann 1987, in Observational Cosmology, IAU Symp 124, Hewitt \etal eds (Dordrrecht: Kluwer)p151.
554	90.0	10.0	-10.0	1987.22	HK	Aaronson 1987, in Observational Cosmology, IAU Symp 124, Hewitt \etal eds (Dordrrecht: Kluwer)p187
555	67.0	10.0	-10.0	1987.417	D	Dressler  Dn-sig 1987, ApJ 317, 1
556	92.0	30.0	-30.0	1987.5	HK	Huchra 1987, Texas Symposium on Relativistic Astrophysics
557	50.0	10.0	-10.0	1987.52	AS	"Tammann 1987,  ""     ""              """
558	69.0	14.0	-14.0	1987.54	N	Pritchet \& vandenBergh 1987, ApJ 318, 507, (Virgo Novae)
559	60.0	15.0	-15.0	1987.669	S	Branch 1987, ApJL 320, 23 (1987A)
560	48.0	12.0	-12.0	1988.458	O	Sistero, R 1988, ApLC 27, 41.
561	75.0	5.0	-5.0	1988.79	D	Terndrup, D. 1988, PASP 100, 1226
562	88.0	35.0	-35.0	1988.92	HK	Huchra 1988, in Extragalactic Distance Scale, van den Bergh and Pritchet, eds, p 257
563	55.0	15.0	-15.0	1988.94	D	Terndrup, D. 1988 in Extragalactic Distance Scale Symp
564	70.0	20.0	-20.0	1988.96	AV	vandenBergh, S. 1988, in Extragalactic Distance Scale Symp, p375
565	57.0	10.0	-10.0	1988.98	S	"Branch, D.  1988, in   ""               ""      ""    """
566	66.0	10.0	-10.0	1988.1	A	Rowan-Robinson, M. 1988, Space Science Rev. 48, 1
567	90.0	5.0	-5.0	1988.556	A	Tully, R. B. 1988, Nature 334, 209.
568	65.0	25.0	-20.0	1988.5	S	Bartel, N. 1988, in Impact of VLBI on Astrophysics and Geophysics, Ried \& Moran, eds, IAUSymp 129, pg 175.
569	56.0	12.0	-12.0	1988.333	NS	Sandage \& Tammann  1988, ApJ 328, 1  (Virgo Novae)
570	85.0	10.0	-10.0	1988.54	R	Pierce \& Tully 1988, ApJ 330, 579
571	42.0	11.0	-11.0	1988.622	AS	Sandage, 1988, ApJ 331, 583
572	56.0	13.0	-13.0	1988.624	AS	Sandage 1988, ApJ 331, 605
573	57.0	1.0	-1.0	1988.626	BS	Kraan-Korteweg, Cameron \& Tammann 1988, ApJ 331, 620
574	89.0	10.0	-10.0	1988.874	O	Melnick, Terelvich \& Moles 1988, MNRAS 235, 297
575	75.0	15.0	-15.0	1989.0	L	Lehar, Hewitt \& Roberts 1989, in Gravitational Lenses, Moran \etal eds (Berlin: Springer)p84.
576	105.0	35.0	-35.0	1989.02	L	Vandereist \etal 1989, in Gravitational Lenses, Moran \etal eds (Berlin: Springer)p90.
577	88.0	26.0	-20.0	1989.874	F	Tonry, Ajar \& Luppino 1989, ApJL 346, L57
578	90.0	15.0	-15.0	1989.207	HK	Aaronson \etal 1989, ApJ 338, 654
579	85.0	5.0	-5.0	1989.708	D	Pierce, ApJL 344, L57.
580	72.0	3.0	-3.0	1989.5	B	Gouguenheim, L. 1989, in The World of Galaxies (Berlin: Springer)
581	67.0	8.0	-8.0	1989.55	AV	vandenBergh 1989, A\&A Reviews 1, 111
582	24.0	13.0	-10.0	1990.04	O	McHardy \etal 1990, MNRAS 242, 215
583	68.0	8.0	-8.0	1990.054	B	Fouque, Bottinelli, Gouguenheim \& Paturel 1990, ApJ 349, 1
584	73.0	10.0	-10.0	1990.2	A	Visvanathan 1990, Aust J Phys 43, 189
585	87.0	13.0	-12.0	1990.472	PK	Jacoby, G., Ciardullo, R. \& Ford, H. 1990, ApJ 356, 332
586	71.0	4.0	-3.0	1990.5	B	Gouguenheim, L. et al. 1990, in The Quest for Fundamental Constants in Cosmology, J. Audouze \& J.Tran Thanh Van, eds.  Editions Frontieres, pg 3.
587	45.0	3.0	-3.0	1990.944	AS	Sandage \& Tammann 1990 ApJ 365, 1
588	70.0	10.0	-10.0	1991.0	A	Rowan-Robinson, M. 1991, in Observational Tests of Cosmological Inflation, T.Shanks, \etaleds. (Dordrecht: Kluwer), p 161.
589	84.0	10.0	-10.0	1991.02	A	Pierce, M. 1991, in Observational Tests of Cosmological Inflation, T. Shanks,\etaleds.(Dordrecht: Kluwer), p 173
590	52.0	2.0	-2.0	1991.04	AS	Tammann, G. 1991, in Observational Tests of Cosmological Inflation, T. Shanks, \etal eds.(Dordrecht: Kluwer), p 179.
591	69.0	14.0	-14.0	1991.06	A	Pritchet, C. 1991, in Observational Tests of Cosmological Inflation, T. Shanks, \etal eds.(Dordrecht: Kluwer), p 199.
592	50.0	17.0	-17.0	1991.223	L	Rhee, G. 1991, Nature 350, 211
593	82.0	7.0	-7.0	1991.387	F	Tonry, J. 1991, ApJL 373, L1
594	52.0	2.0	-2.0	1991.5	A	Burbidge, G. 1991, in {\it Physical Cosmology}, pg 55, A. Blanchard \etal eds(GifSur Yvette:Editions Frontieres)
595	55.0	15.0	-15.0	1991.52	Z	Birkinshaw, M. 1991, in Physical Cosmology, A. Blanchard \etal eds (Gif Sur Yvette:Editions Frontieres)
596	92.0	21.0	-17.0	1991.554	B	Fukugita, M. \etal 1991, ApJ 376, 8
597	45.0	12.0	-12.0	1991.753	Z	Birkinshaw, Hughes \& Arnaud 1991, ApJ379, 466
598	87.0	12.0	-12.0	1991.97	PK	Ciardullo \etal 1991, ApJ 383, 487
599	90.0	10.0	-10.0	1992.25	A	Tully, R. B. 1992, in PNAS from Irvine meeting of March 1992.
600	85.0	10.0	-10.0	1992.297	AK	Huchra, J. 1992, Science 256, 321
601	55.0	25.0	-25.0	1992.5	L	Refsdal in Gravitational Lenses, Kayser \etal eds (Berlin: Springer) p61.
602	45.0	9.0	-9.0	1992.943	SS	Saha, A. \etal 1992, ApJL 401, L7
603	80.0	12.0	-12.0	1992.6	A	Jacoby, G. \etal 1992, PASP 104, 599
604	44.0	3.0	-3.0	1992.75	O	Duemmler, R. 1992, A\&A 264, 1.  (Luminosity Function) DM_virgo = 31.7
605	63.0	3.0	-3.0	1992.78	O	Duemmler, R. 1992, A\&A 264, 1.  (Luminosity Function) DM_virgo = 30.9
606	77.0	8.0	-8.0	1992.919	O	Lauer and Postman 1992, ApJL 400, L47
607	43.0	11.0	-11.0	1993.002	OS	Sandage 1993, ApJ 402, 3  Angluar Diameters
608	44.0	12.0	-12.0	1993.5	OS	Sandage 1993, in Observational Cosmology, Chincarini \etal eds (PASP Vol 51)pg 3.Gal Diams
609	90.0	10.0	-10.0	1993.52	A	Tully 1993, in Observational Cosmology, Chincarini \etal eds (PASP Vol 51) pg18
610	58.0	10.0	-10.0	1993.54	S	Schmidt, Kirshner \& Eastman 1993, in Observational Cosmology, Chincarini \etal eds(PASPVol51)pg 30
611	86.0	18.0	-18.0	1993.6	P	Mendez \etal A\&A 275, 534
612	47.0	5.0	-5.0	1993.72	SS	Sandage 1993, ApJ 415, 1 (SnI in V)
613	89.0	6.0	-6.0	1993.722	AV	deVaucouleurs 1993, ApJ 415, 10
614	85.0	4.0	-4.0	1993.724	GV	deVaucouleurs 1993, ApJ 415, 33 (GC Specific Freqiencies)
615	75.0	8.0	-8.0	1993.777	G	McMillan \etal 1993, ApJ 416, 62
616	55.0	17.0	-17.0	1994.002	Z	Birkinshaw \& Hughes 1994, ApJ 420, 33
617	53.0	8.0	-8.0	1994.169	SS	Sandage \etal 1994, ApJL 423, L13
618	52.0	9.0	-9.0	1994.278	SS	Saha \etal 1994, ApJ 425, 14
619	81.0	17.0	-15.0	1994.291	S	Schmidt \etal 1994, AJ 107, 1444  SnII 1992am
620	73.0	7.0	-7.0	1994.669	S	Schmidt \etal 1994, ApJ 432, 42  SnII
621	80.0	17.0	-17.0	1994.823	TK	Freedman, W. \etal 1994, Nature 371, 757
622	67.0	7.0	-7.0	1995.0	S	Riess, Press and Kirshner 1995, ApJL 438, L17. SN Ia LCS
623	52.0	8.0	-8.0	1995.002	SS	Saha \etal 1995, ApJ 438, 8.  NGC5253
624	58.0	6.0	-6.0	1995.25	Z	Rephaeli 1995, Ann. Rev A\&A 33, 541, SZ Summary
625	55.0	7.0	-7.0	1995.44	AS	Sandage, A. \& Tammann, G. 1995, ApJ 446, 1.  Virgo
626	50.0	5.0	-5.0	1995.5	AS	Sandage 1995, in The Deep Universe, Saas-Fee \#23, Binngeli and Buser, eds, (Berlin: Springer)p189
627	60.0	4.0	-4.0	1995.55	S	Fisher, A. Branch, D., Hoflich, P. \& Khokhlov, A. 1995, ApJL 447, L73.
628	71.0	30.0	-25.0	1995.61	Z	Herbig \etal 1995, ApJL 449, L5. SZ to Coma
629	80.0	17.0	-17.0	1995.637	TK	Mould \etal 1995, ApJ 449, 413
630	69.0	8.0	-8.0	1995.686	A	Tanvir, N. \etal 1995, Nature 377, 27.  Leo HST
631	80.0	17.0	-17.0	1995.791	TK	Kennicutt, Freedman \& Mould, 1995, AJ 110, 1476
632	70.0	13.0	-13.0	1995.804	O	Della Valle \& Livio 1995, ApJ 452, 704
633	57.0	3.0	-2.0	1995.86	SV	VandenBergh, S. 1995, ApJL 453, L55
634	78.0	11.0	-11.0	1995.917	G	Whitmore, B. \etal 1995, ApJL 454, L73
635	70.0	9.0	-9.0	1995.93	AK	Freedman, W. 1995, in {\it Science with the Hubble Space Telescope II}, P. Benvenuti, D.Macchetto\& E. Schreier, eds. Pg 3.
636	55.0	10.0	-10.0	1995.94	AS	Tammann, G. \etal 1995, in {\it Science with the Hubble Space Telescope II},P. Benvenuti,D.Macchetto \& E. Schreier, eds. Pg 9.
637	69.0	8.0	-8.0	1995.95	O	Tanvir, N. 1995, in {\it Science with the Hubble Space Telescope II}, P. Benvenuti,D. Macchetto \& E. Schreier, eds. Pg 38.
638	78.0	11.0	-11.0	1995.96	G	Sparks, W. \etal 1995, in {\it Science with the Hubble Space Telescope II}, P. Benvenuti,D. Macchetto \& E. Schreier, eds. Pg 43.
639	81.0	8.0	-8.0	1995.976	OV	VandenBergh, S. 1995, Science 270, 1942
640	66.0	6.0	-6.0	1995.99	S	Riess, A., Press, W. \& Kirshner, R. 1995, BAAS 187, 1712.
641	67.4	0.5	-0.5	2018.5	C	Planck, A&A https://www.cosmos.esa.int/documents/387566/387653/Planck_2018_results_L06.pdf/38659860-210c-ffac-3921-e5eac3ae4101
642	67.4	0.7	-3.8	2018.5	C	Planck, A&A, when LCDM assumptions are relaxed, systematic offset only
643	73.5	1.6	-1.6	2018.5	S	Riess, ApJ https://iopscience.iop.org/article/10.3847/1538-4357/aac82e/meta
#															
#
#
#
#Types of Estimates:															
#S =SnI2 =SnIIG =GCLF  L = Lens         r = Red Giants															
#B =BTFR =ITF,RTFH =IRTF  F = Fluctuations D = Dn-Sig/Fund Plane"															
#A =Global SummaryZ =Sunyaev-Zeldovich      T = TF															
#O =Other  N =NovaeP =PNLF                   C = CMB Fit															
#Secondary Types:															
#C =Cosmologydependent															
#M =Theory with assumed Omega															
#K =KeyProject or KeyProject team member															
#S =Sandage and/or Tammann															
#V =deVaucouleurs or van den Bergh															
#I =results presented at Irvine conf															
